Smic34541 SmicGene34541	ko00903 Limonene and pinene degradation;ko00363 Bisphenol A degradation;ko00626 Naphthalene and anthracene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00361 gamma-Hexachlorocyclohexane degradation
Smic31079 SmicGene31079	ko04013 MAPK signaling pathway - fly
Smic6538 SmicGene6538	ko00500 Starch and sucrose metabolism
Smic215 SmicGene215	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
Smic19692 SmicGene19692	ko00270 Cysteine and methionine metabolism
Smic22156 SmicGene22156	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism;ko00330 Arginine and proline metabolism
Smic32983 SmicGene32983	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Smic35651 SmicGene35651	ko04130 SNARE interactions in vesicular transport
Smic15695 SmicGene15695	ko00281 Geraniol degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic33664 SmicGene33664	ko00500 Starch and sucrose metabolism
Smic41159 SmicGene41159	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Smic5083 SmicGene5083	ko04722 Neurotrophin signaling pathway
Smic27870 SmicGene27870	ko00561 Glycerolipid metabolism
Smic38540 SmicGene38540	ko00710 Carbon fixation in photosynthetic organisms;ko00620 Pyruvate metabolism
Smic42575 SmicGene42575	ko02010 ABC transporters
Smic28390 SmicGene28390	ko04115 p53 signaling pathway;ko04120 Ubiquitin mediated proteolysis
Smic18975 SmicGene18975	ko00061 Fatty acid biosynthesis
Smic31531 SmicGene31531	ko00910 Nitrogen metabolism
Smic20566 SmicGene20566	ko00281 Geraniol degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic41994 SmicGene41994	ko02010 ABC transporters
Smic9408 SmicGene9408	ko02010 ABC transporters
Smic27378 SmicGene27378	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism;ko01070 Biosynthesis of plant hormones
Smic39925 SmicGene39925	ko04310 Wnt signaling pathway
Smic21302 SmicGene21302	ko03010 Ribosome
Smic36186 SmicGene36186	ko00020 Citrate cycle (TCA cycle);ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko00290 Valine, leucine and isoleucine biosynthesis;ko00620 Pyruvate metabolism;ko00650 Butanoate metabolism
Smic1750 SmicGene1750	ko04115 p53 signaling pathway
Smic665 SmicGene665	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic37867 SmicGene37867	ko04020 Calcium signaling pathway
Smic32496 SmicGene32496	ko00020 Citrate cycle (TCA cycle);ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic40471 SmicGene40471	ko00650 Butanoate metabolism
Smic20161.t1 SmicGene20161	ko00590 Arachidonic acid metabolism
Smic39335 SmicGene39335	ko03410 Base excision repair
Smic43166 SmicGene43166	ko00020 Citrate cycle (TCA cycle);ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko00630 Glyoxylate and dicarboxylate metabolism
Smic31564 SmicGene31564	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic21769 SmicGene21769	ko00565 Ether lipid metabolism
Smic28419 SmicGene28419	ko00910 Nitrogen metabolism
Smic32088 SmicGene32088	ko00710 Carbon fixation in photosynthetic organisms;ko00620 Pyruvate metabolism
Smic23231 SmicGene23231	ko00791 Atrazine degradation
Smic23806 SmicGene23806	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
Smic31683 SmicGene31683	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic6650 SmicGene6650	ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis;ko00360 Phenylalanine metabolism
Smic10138 SmicGene10138	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic42864 SmicGene42864	ko03018 RNA degradation
Smic41915 SmicGene41915	ko05012 Parkinson's disease;ko04120 Ubiquitin mediated proteolysis
Smic16509 SmicGene16509	ko05020 Prion diseases
Smic29389 SmicGene29389	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic16024 SmicGene16024	ko00900 Terpenoid backbone biosynthesis
Smic35538 SmicGene35538	ko03410 Base excision repair
Smic5162 SmicGene5162	ko00380 Tryptophan metabolism;ko00643 Styrene degradation;ko00632 Benzoate degradation via CoA ligation;ko00460 Cyanoamino acid metabolism;ko00627 1,4-Dichlorobenzene degradation
Smic12823 SmicGene12823	ko04115 p53 signaling pathway
Smic25694 SmicGene25694	ko04110 Cell cycle;ko04111 Cell cycle - yeast
Smic33897 SmicGene33897	ko03040 Spliceosome
Smic2669 SmicGene2669	ko00860 Porphyrin and chlorophyll metabolism
Smic30036 SmicGene30036	ko04080 Neuroactive ligand-receptor interaction
Smic13147 SmicGene13147	ko00250 Alanine, aspartate and glutamate metabolism;ko00330 Arginine and proline metabolism
Smic1733 SmicGene1733	ko00860 Porphyrin and chlorophyll metabolism
Smic48187 SmicGene48187	ko03010 Ribosome
Smic26127 SmicGene26127	ko04260 Cardiac muscle contraction;ko04960 Aldosterone-regulated sodium reabsorption
Smic21328 SmicGene21328	ko00260 Glycine, serine and threonine metabolism
Smic26490 SmicGene26490	ko00513 High-mannose type N-glycan biosynthesis;ko00510 N-Glycan biosynthesis
Smic2302 SmicGene2302	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00040 Pentose and glucuronate interconversions
Smic5001 SmicGene5001	ko03410 Base excision repair
Smic39481 SmicGene39481	ko00230 Purine metabolism
Smic45016 SmicGene45016	ko03410 Base excision repair
Smic4978 SmicGene4978	ko03010 Ribosome
Smic20226 SmicGene20226	ko03018 RNA degradation
Smic32537 SmicGene32537	ko05016 Huntington's disease
Smic29 SmicGene29	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
Smic36423 SmicGene36423	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko00052 Galactose metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic26971 SmicGene26971	ko04120 Ubiquitin mediated proteolysis
Smic12906 SmicGene12906	ko00195 Photosynthesis
Smic37116 SmicGene37116	ko00051 Fructose and mannose metabolism
Smic28014 SmicGene28014	ko00520 Amino sugar and nucleotide sugar metabolism
Smic2695 SmicGene2695	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism;ko00330 Arginine and proline metabolism
Smic25418 SmicGene25418	ko03040 Spliceosome
Smic19009 SmicGene19009	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic40124 SmicGene40124	ko00534 Heparan sulfate biosynthesis
Smic11619 SmicGene11619	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic21339 SmicGene21339	ko00510 N-Glycan biosynthesis
Smic26146 SmicGene26146	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko00190 Oxidative phosphorylation;ko04142 Lysosome;ko05110 Vibrio cholerae infection
Smic47002 SmicGene47002	ko00270 Cysteine and methionine metabolism;ko00670 One carbon pool by folate
Smic29950 SmicGene29950	ko00380 Tryptophan metabolism;ko00643 Styrene degradation;ko00632 Benzoate degradation via CoA ligation;ko00460 Cyanoamino acid metabolism;ko00627 1,4-Dichlorobenzene degradation
Smic2883 SmicGene2883	ko04626 Plant-pathogen interaction
Smic18231 SmicGene18231	ko00330 Arginine and proline metabolism
Smic38923 SmicGene38923	ko01053 Biosynthesis of siderophore group nonribosomal peptides
Smic32099 SmicGene32099	ko00061 Fatty acid biosynthesis;ko01040 Biosynthesis of unsaturated fatty acids
Smic10928 SmicGene10928	ko03410 Base excision repair
Smic35142 SmicGene35142	ko03040 Spliceosome
Smic37176 SmicGene37176	ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05416 Viral myocarditis;ko04670 Leukocyte transendothelial migration;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05414 Dilated cardiomyopathy;ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection;ko04520 Adherens junction;ko05110 Vibrio cholerae infection
Smic39274 SmicGene39274	ko04666 Fc gamma R-mediated phagocytosis
Smic25935 SmicGene25935	ko05213 Endometrial cancer;ko03320 PPAR signaling pathway;ko04960 Aldosterone-regulated sodium reabsorption;ko05215 Prostate cancer;ko04510 Focal adhesion;ko04150 mTOR signaling pathway;ko05223 Non-small cell lung cancer;ko04910 Insulin signaling pathway
Smic20814 SmicGene20814	ko03040 Spliceosome
Smic29470 SmicGene29470	ko00620 Pyruvate metabolism
Smic37151 SmicGene37151	ko00051 Fructose and mannose metabolism
Smic2246 SmicGene2246	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
Smic31751 SmicGene31751	ko04120 Ubiquitin mediated proteolysis
Smic29085 SmicGene29085	ko00910 Nitrogen metabolism
Smic32080 SmicGene32080	ko03018 RNA degradation
Smic21225 SmicGene21225	ko00260 Glycine, serine and threonine metabolism
Smic13317 SmicGene13317	ko00620 Pyruvate metabolism
Smic2007 SmicGene2007	ko00511 Other glycan degradation;ko00600 Sphingolipid metabolism;ko04142 Lysosome
Smic32346 SmicGene32346	ko03410 Base excision repair;ko03430 Mismatch repair;ko03030 DNA replication;ko03420 Nucleotide excision repair
Smic6980 SmicGene6980	ko00511 Other glycan degradation;ko00600 Sphingolipid metabolism;ko04142 Lysosome
Smic1947 SmicGene1947	ko00051 Fructose and mannose metabolism
Smic22508 SmicGene22508	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Smic20313 SmicGene20313	ko05111 Vibrio cholerae pathogenic cycle
Smic19017 SmicGene19017	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism;ko00920 Sulfur metabolism
Smic24739 SmicGene24739	ko03018 RNA degradation
Smic33352 SmicGene33352	ko03010 Ribosome
Smic1558 SmicGene1558	ko00860 Porphyrin and chlorophyll metabolism
Smic930 SmicGene930	ko00121 Secondary bile acid biosynthesis;ko00120 Primary bile acid biosynthesis
Smic18250 SmicGene18250	ko00030 Pentose phosphate pathway;ko00500 Starch and sucrose metabolism;ko00010 Glycolysis / Gluconeogenesis;ko00052 Galactose metabolism;ko00521 Streptomycin biosynthesis;ko00520 Amino sugar and nucleotide sugar metabolism
Smic12845 SmicGene12845	ko03010 Ribosome
Smic38210 SmicGene38210	ko03040 Spliceosome
Smic39641 SmicGene39641	ko00904 Diterpenoid biosynthesis
Smic15438 SmicGene15438	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic12921 SmicGene12921	ko04360 Axon guidance
Smic28199 SmicGene28199	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism;ko00521 Streptomycin biosynthesis
Smic4470 SmicGene4470	ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Smic29327 SmicGene29327	ko03040 Spliceosome
Smic39479 SmicGene39479	ko03018 RNA degradation
Smic46018 SmicGene46018	ko03420 Nucleotide excision repair
Smic40194 SmicGene40194	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko00190 Oxidative phosphorylation;ko05110 Vibrio cholerae infection
Smic4435 SmicGene4435	ko04111 Cell cycle - yeast
Smic37075 SmicGene37075	ko00195 Photosynthesis
Smic12246 SmicGene12246	ko04114 Oocyte meiosis;ko04722 Neurotrophin signaling pathway;ko04110 Cell cycle
Smic18310 SmicGene18310	ko03410 Base excision repair;ko00230 Purine metabolism;ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Smic6040 SmicGene6040	ko05010 Alzheimer's disease
Smic37038 SmicGene37038	ko04010 MAPK signaling pathway
Smic26898 SmicGene26898	ko00564 Glycerophospholipid metabolism
Smic36129 SmicGene36129	ko05016 Huntington's disease
Smic14127 SmicGene14127	ko00280 Valine, leucine and isoleucine degradation;ko00642 Ethylbenzene degradation;ko00592 alpha-Linolenic acid metabolism;ko00281 Geraniol degradation;ko00362 Benzoate degradation via hydroxylation;ko01070 Biosynthesis of plant hormones;ko00071 Fatty acid metabolism
Smic39205 SmicGene39205	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic39399 SmicGene39399	ko03018 RNA degradation
Smic46923 SmicGene46923	ko04115 p53 signaling pathway;ko04110 Cell cycle
Smic10202 SmicGene10202	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic15457 SmicGene15457	ko05110 Vibrio cholerae infection
Smic17007 SmicGene17007	ko04626 Plant-pathogen interaction
Smic39401 SmicGene39401	ko03040 Spliceosome
Smic14658 SmicGene14658	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko00190 Oxidative phosphorylation;ko04142 Lysosome;ko05110 Vibrio cholerae infection
Smic8331 SmicGene8331	ko00030 Pentose phosphate pathway;ko00500 Starch and sucrose metabolism;ko00010 Glycolysis / Gluconeogenesis;ko00052 Galactose metabolism;ko00521 Streptomycin biosynthesis;ko00520 Amino sugar and nucleotide sugar metabolism
Smic41655 SmicGene41655	ko00364 Fluorobenzoate degradation;ko00361 gamma-Hexachlorocyclohexane degradation;ko00627 1,4-Dichlorobenzene degradation
Smic19952 SmicGene19952	ko00710 Carbon fixation in photosynthetic organisms;ko00630 Glyoxylate and dicarboxylate metabolism
Smic30044 SmicGene30044	ko02010 ABC transporters;ko04142 Lysosome
Smic22153 SmicGene22153	ko00230 Purine metabolism;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko04930 Type II diabetes mellitus;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic33565 SmicGene33565	ko04115 p53 signaling pathway;ko05416 Viral myocarditis;ko05014 Amyotrophic lateral sclerosis (ALS);ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko05010 Alzheimer's disease;ko05016 Huntington's disease;ko05210 Colorectal cancer;ko05012 Parkinson's disease;ko04210 Apoptosis
Smic13701 SmicGene13701	ko02010 ABC transporters
Smic16086 SmicGene16086	ko00626 Naphthalene and anthracene degradation;ko00641 3-Chloroacrylic acid degradation;ko00631 1,2-Dichloroethane degradation;ko00361 gamma-Hexachlorocyclohexane degradation
Smic27875 SmicGene27875	ko00500 Starch and sucrose metabolism;ko00460 Cyanoamino acid metabolism;ko00940 Phenylpropanoid biosynthesis
Smic41433 SmicGene41433	ko00910 Nitrogen metabolism
Smic14629 SmicGene14629	ko04110 Cell cycle
Smic34547 SmicGene34547	ko00230 Purine metabolism;ko03030 DNA replication;ko00240 Pyrimidine metabolism
Smic4851 SmicGene4851	ko00051 Fructose and mannose metabolism;ko00010 Glycolysis / Gluconeogenesis;ko00710 Carbon fixation in photosynthetic organisms;ko00562 Inositol phosphate metabolism
Smic35705 SmicGene35705	ko04020 Calcium signaling pathway
Smic5647 SmicGene5647	ko03440 Homologous recombination
Smic23258 SmicGene23258	ko00362 Benzoate degradation via hydroxylation
Smic20017 SmicGene20017	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic4009 SmicGene4009	ko00600 Sphingolipid metabolism;ko00140 Steroid hormone biosynthesis
Smic22656 SmicGene22656	ko00500 Starch and sucrose metabolism
Smic14710 SmicGene14710	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Smic25904 SmicGene25904	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
