Spis14637 SpisGene14637	ko05320 Autoimmune thyroid disease;ko04630 Jak-STAT signaling pathway;ko04060 Cytokine-cytokine receptor interaction;ko04640 Hematopoietic cell lineage;ko00350 Tyrosine metabolism
Spis17479.t1 SpisGene17479	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04370 VEGF signaling pathway
Spis17721 SpisGene17721	ko00760 Nicotinate and nicotinamide metabolism
Spis4051 SpisGene4051	ko04810 Regulation of actin cytoskeleton
Spis15948 SpisGene15948	ko00020 Citrate cycle (TCA cycle);ko04920 Adipocytokine signaling pathway;ko00010 Glycolysis / Gluconeogenesis;ko03320 PPAR signaling pathway;ko00620 Pyruvate metabolism;ko04910 Insulin signaling pathway
Spis3063 SpisGene3063	ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection
Spis13564 SpisGene13564	ko04666 Fc gamma R-mediated phagocytosis
Spis23079 SpisGene23079	ko04020 Calcium signaling pathway
Spis13923 SpisGene13923	ko03410 Base excision repair;ko00230 Purine metabolism;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Spis2020 SpisGene2020	ko04610 Complement and coagulation cascades
Spis15827 SpisGene15827	ko00910 Nitrogen metabolism
Spis12143 SpisGene12143	ko00760 Nicotinate and nicotinamide metabolism
Spis8032 SpisGene8032	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Spis4646 SpisGene4646	ko00260 Glycine, serine and threonine metabolism
Spis1957 SpisGene1957	ko04360 Axon guidance
Spis16782 SpisGene16782	ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis10694 SpisGene10694	ko00630 Glyoxylate and dicarboxylate metabolism
Spis788 SpisGene788	ko04622 RIG-I-like receptor signaling pathway
Spis14286 SpisGene14286	ko04622 RIG-I-like receptor signaling pathway
Spis12440 SpisGene12440	ko04610 Complement and coagulation cascades
Spis2935 SpisGene2935	ko05110 Vibrio cholerae infection
Spis7988 SpisGene7988	ko04330 Notch signaling pathway
Spis24240 SpisGene24240	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04520 Adherens junction;ko04010 MAPK signaling pathway
Spis15288 SpisGene15288	ko04013 MAPK signaling pathway - fly
Spis5068 SpisGene5068	ko04080 Neuroactive ligand-receptor interaction
Spis391 SpisGene391	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis23960 SpisGene23960	ko03410 Base excision repair;ko00230 Purine metabolism;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Spis15674 SpisGene15674	ko04360 Axon guidance
Spis5516 SpisGene5516	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis21339 SpisGene21339	ko04620 Toll-like receptor signaling pathway
Spis15898 SpisGene15898	ko04120 Ubiquitin mediated proteolysis
Spis1973 SpisGene1973	ko03018 RNA degradation
Spis8348 SpisGene8348	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis1355 SpisGene1355	ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway
Spis15201 SpisGene15201	ko04142 Lysosome
Spis14400 SpisGene14400	ko05200 Pathways in cancer;ko05212 Pancreatic cancer
Spis18896.t1 SpisGene18896	ko03040 Spliceosome
Spis17916 SpisGene17916	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM);ko05416 Viral myocarditis;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Spis16194 SpisGene16194	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis836 SpisGene836	ko03440 Homologous recombination
Spis17851 SpisGene17851	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis3477 SpisGene3477	ko03440 Homologous recombination
Spis13126 SpisGene13126	ko00670 One carbon pool by folate;ko00970 Aminoacyl-tRNA biosynthesis
Spis824 SpisGene824	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko04310 Wnt signaling pathway
Spis11053 SpisGene11053	ko04080 Neuroactive ligand-receptor interaction
Spis198 SpisGene198	ko04080 Neuroactive ligand-receptor interaction
Spis10959 SpisGene10959	ko01040 Biosynthesis of unsaturated fatty acids
Spis3702 SpisGene3702	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Spis1974 SpisGene1974	ko04080 Neuroactive ligand-receptor interaction
Spis19551 SpisGene19551	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis3279 SpisGene3279	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
Spis1758 SpisGene1758	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis21079 SpisGene21079	ko04013 MAPK signaling pathway - fly
Spis11136 SpisGene11136	ko04530 Tight junction
Spis2844 SpisGene2844	ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
Spis21332 SpisGene21332	ko04512 ECM-receptor interaction;ko05200 Pathways in cancer;ko04510 Focal adhesion;ko05222 Small cell lung cancer;ko04810 Regulation of actin cytoskeleton
Spis11101 SpisGene11101	ko04610 Complement and coagulation cascades
Spis3027 SpisGene3027	ko04621 NOD-like receptor signaling pathway
Spis9404.t1 SpisGene9404	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
Spis14231 SpisGene14231	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis11545 SpisGene11545	ko00860 Porphyrin and chlorophyll metabolism
Spis19422 SpisGene19422	ko03450 Non-homologous end-joining
Spis11907.t1 SpisGene11907	ko04710 Circadian rhythm - mammal
Spis18471 SpisGene18471	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis21860 SpisGene21860	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis15384.t1 SpisGene15384	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Spis10554 SpisGene10554	ko04080 Neuroactive ligand-receptor interaction
Spis21986 SpisGene21986	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis21776 SpisGene21776	ko00311 Penicillin and cephalosporin biosynthesis
Spis13405 SpisGene13405	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis22490 SpisGene22490	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis25742 SpisGene25742	ko00970 Aminoacyl-tRNA biosynthesis
Spis1678 SpisGene1678	ko04510 Focal adhesion;ko04670 Leukocyte transendothelial migration
Spis12365 SpisGene12365	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis19761 SpisGene19761	ko00380 Tryptophan metabolism;ko00643 Styrene degradation;ko00330 Arginine and proline metabolism;ko00632 Benzoate degradation via CoA ligation;ko00460 Cyanoamino acid metabolism;ko01070 Biosynthesis of plant hormones;ko00360 Phenylalanine metabolism
Spis4409 SpisGene4409	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04110 Cell cycle;ko04120 Ubiquitin mediated proteolysis
Spis7473 SpisGene7473	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00983 Drug metabolism - other enzymes
Spis12560 SpisGene12560	ko03010 Ribosome
Spis4144 SpisGene4144	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04020 Calcium signaling pathway
Spis8014 SpisGene8014	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04520 Adherens junction;ko04010 MAPK signaling pathway
Spis12533 SpisGene12533	ko00930 Caprolactam degradation;ko00010 Glycolysis / Gluconeogenesis;ko00561 Glycerolipid metabolism
Spis19597 SpisGene19597	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis411 SpisGene411	ko00330 Arginine and proline metabolism
Spis20461 SpisGene20461	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis17307.t1 SpisGene17307	ko03420 Nucleotide excision repair;ko04120 Ubiquitin mediated proteolysis
Spis13276 SpisGene13276	ko04120 Ubiquitin mediated proteolysis
Spis2100 SpisGene2100	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
Spis7001 SpisGene7001	ko04080 Neuroactive ligand-receptor interaction
Spis2153.t2 SpisGene2153	ko04010 MAPK signaling pathway
Spis5107 SpisGene5107	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis8571 SpisGene8571	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis7357 SpisGene7357	ko00480 Glutathione metabolism
Spis23697 SpisGene23697	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00290 Valine, leucine and isoleucine biosynthesis
Spis6272 SpisGene6272	ko04621 NOD-like receptor signaling pathway
Spis21102 SpisGene21102	ko00240 Pyrimidine metabolism
Spis19419 SpisGene19419	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis6019 SpisGene6019	ko04623 Cytosolic DNA-sensing pathway;ko04622 RIG-I-like receptor signaling pathway
Spis1548 SpisGene1548	ko04260 Cardiac muscle contraction;ko04960 Aldosterone-regulated sodium reabsorption
Spis6745 SpisGene6745	ko02010 ABC transporters
Spis11465 SpisGene11465	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis;ko00510 N-Glycan biosynthesis
Spis9932 SpisGene9932	ko04010 MAPK signaling pathway
Spis10651 SpisGene10651	ko00512 O-Glycan biosynthesis
Spis22273 SpisGene22273	ko05012 Parkinson's disease
Spis10868 SpisGene10868	ko04340 Hedgehog signaling pathway;ko04912 GnRH signaling pathway;ko04020 Calcium signaling pathway;ko04742 Taste transduction;ko04540 Gap junction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05020 Prion diseases;ko04914 Progesterone-mediated oocyte maturation;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko04916 Melanogenesis;ko04113 Meiosis - yeast;ko04062 Chemokine signaling pathway;ko05414 Dilated cardiomyopathy;ko05110 Vibrio cholerae infection;ko04310 Wnt signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway;ko04210 Apoptosis
Spis12953 SpisGene12953	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis9328 SpisGene9328	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
Spis8182.t1 SpisGene8182	ko04350 TGF-beta signaling pathway
Spis18435 SpisGene18435	ko04530 Tight junction
Spis18045 SpisGene18045	ko00780 Biotin metabolism
Spis19524 SpisGene19524	ko04080 Neuroactive ligand-receptor interaction
Spis22665 SpisGene22665	ko03040 Spliceosome
Spis1286 SpisGene1286	ko04310 Wnt signaling pathway
Spis1094 SpisGene1094	ko03022 Basal transcription factors
Spis10372 SpisGene10372	ko00534 Heparan sulfate biosynthesis;ko00532 Chondroitin sulfate biosynthesis
Spis6701 SpisGene6701	ko04114 Oocyte meiosis;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Spis17982 SpisGene17982	ko04514 Cell adhesion molecules (CAMs);ko04640 Hematopoietic cell lineage;ko04662 B cell receptor signaling pathway
Spis19186 SpisGene19186	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis15232 SpisGene15232	ko03050 Proteasome
Spis16359 SpisGene16359	ko00340 Histidine metabolism
Spis11637 SpisGene11637	ko04310 Wnt signaling pathway
Spis4218.t1 SpisGene4218	ko03022 Basal transcription factors
Spis3433 SpisGene3433	ko00260 Glycine, serine and threonine metabolism
Spis23434 SpisGene23434	ko04080 Neuroactive ligand-receptor interaction
Spis18312 SpisGene18312	ko00770 Pantothenate and CoA biosynthesis
Spis21919 SpisGene21919	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis18698 SpisGene18698	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
Spis14571 SpisGene14571	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis6123 SpisGene6123	ko04360 Axon guidance
Spis11267 SpisGene11267	ko00310 Lysine degradation;ko00780 Biotin metabolism
Spis11290 SpisGene11290	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04810 Regulation of actin cytoskeleton;ko04010 MAPK signaling pathway
Spis24922 SpisGene24922	ko00970 Aminoacyl-tRNA biosynthesis
Spis18060 SpisGene18060	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis9801 SpisGene9801	ko04130 SNARE interactions in vesicular transport
Spis12990 SpisGene12990	ko04514 Cell adhesion molecules (CAMs)
Spis181 SpisGene181	ko04020 Calcium signaling pathway;ko04930 Type II diabetes mellitus;ko04010 MAPK signaling pathway
Spis4938 SpisGene4938	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis16129 SpisGene16129	ko00561 Glycerolipid metabolism
Spis19202 SpisGene19202	ko04912 GnRH signaling pathway
Spis12007 SpisGene12007	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism
Spis14095 SpisGene14095	ko04142 Lysosome
Spis21669 SpisGene21669	ko05200 Pathways in cancer;ko05222 Small cell lung cancer
Spis23046 SpisGene23046	ko05322 Systemic lupus erythematosus
Spis13328 SpisGene13328	ko04660 T cell receptor signaling pathway
Spis6467 SpisGene6467	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
Spis13452 SpisGene13452	ko04666 Fc gamma R-mediated phagocytosis
Spis3980 SpisGene3980	ko04144 Endocytosis
Spis11787 SpisGene11787	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis11072 SpisGene11072	ko04146 Peroxisome
Spis12849 SpisGene12849	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis2086 SpisGene2086	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis8377 SpisGene8377	ko03010 Ribosome
Spis6222 SpisGene6222	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis15077 SpisGene15077	ko00500 Starch and sucrose metabolism;ko00052 Galactose metabolism
Spis13787 SpisGene13787	ko00982 Drug metabolism - cytochrome P450
Spis2864 SpisGene2864	ko00523 Polyketide sugar unit biosynthesis;ko00521 Streptomycin biosynthesis;ko01055 Biosynthesis of vancomycin group antibiotics
Spis18163 SpisGene18163	ko04612 Antigen processing and presentation
Spis22836 SpisGene22836	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
Spis15337 SpisGene15337	ko04350 TGF-beta signaling pathway
Spis12584 SpisGene12584	ko03040 Spliceosome
Spis22554 SpisGene22554	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis1148.t1 SpisGene1148	ko04142 Lysosome
Spis17726 SpisGene17726	ko00230 Purine metabolism
Spis9314 SpisGene9314	ko00970 Aminoacyl-tRNA biosynthesis
Spis8856 SpisGene8856	ko04144 Endocytosis
Spis3096 SpisGene3096	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
Spis1001 SpisGene1001	ko04080 Neuroactive ligand-receptor interaction
Spis7417 SpisGene7417	ko00364 Fluorobenzoate degradation;ko00361 gamma-Hexachlorocyclohexane degradation;ko00627 1,4-Dichlorobenzene degradation
Spis12719 SpisGene12719	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04111 Cell cycle - yeast
Spis840 SpisGene840	ko04010 MAPK signaling pathway
Spis8066 SpisGene8066	ko04810 Regulation of actin cytoskeleton
Spis25212 SpisGene25212	ko00250 Alanine, aspartate and glutamate metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Spis13707 SpisGene13707	ko04620 Toll-like receptor signaling pathway
Spis9090 SpisGene9090	ko00230 Purine metabolism;ko00730 Thiamine metabolism
Spis19099 SpisGene19099	ko04621 NOD-like receptor signaling pathway
Spis24634 SpisGene24634	ko04360 Axon guidance
Spis13658 SpisGene13658	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
