AIPGENE22480	ko00523 Polyketide sugar unit biosynthesis;ko00521 Streptomycin biosynthesis;ko01055 Biosynthesis of vancomycin group antibiotics
AIPGENE15130	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE27067	ko04614 Renin-angiotensin system
AIPGENE8743	ko05110 Vibrio cholerae infection
AIPGENE22217	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
AIPGENE11788	ko00600 Sphingolipid metabolism
AIPGENE27306	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
AIPGENE3008	ko04120 Ubiquitin mediated proteolysis
AIPGENE2090	ko04013 MAPK signaling pathway - fly
AIPGENE9516	ko04142 Lysosome
AIPGENE20711	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism
AIPGENE7961	ko04120 Ubiquitin mediated proteolysis
AIPGENE8948	ko00450 Selenoamino acid metabolism;ko00970 Aminoacyl-tRNA biosynthesis
AIPGENE5686	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04670 Leukocyte transendothelial migration;ko04530 Tight junction
AIPGENE5070	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE11420	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE17884	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE8576	ko04360 Axon guidance
AIPGENE1698	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE7315	ko03010 Ribosome
AIPGENE23557	ko00340 Histidine metabolism
AIPGENE23886	ko04080 Neuroactive ligand-receptor interaction
AIPGENE27122	ko00564 Glycerophospholipid metabolism;ko00440 Phosphonate and phosphinate metabolism
AIPGENE23210	ko04140 Regulation of autophagy
AIPGENE17862	ko04621 NOD-like receptor signaling pathway
AIPGENE18441	ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04662 B cell receptor signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko04510 Focal adhesion;ko04660 T cell receptor signaling pathway;ko04664 Fc epsilon RI signaling pathway
AIPGENE130	ko00510 N-Glycan biosynthesis
AIPGENE4170	ko04142 Lysosome
AIPGENE27806	ko03040 Spliceosome
AIPGENE11124	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE7492	ko00310 Lysine degradation;ko00300 Lysine biosynthesis
AIPGENE1663	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE22160	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
AIPGENE10440	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE24044	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04114 Oocyte meiosis;ko04810 Regulation of actin cytoskeleton;ko04113 Meiosis - yeast;ko04720 Long-term potentiation;ko04910 Insulin signaling pathway
AIPGENE10079	ko00480 Glutathione metabolism
AIPGENE3676	ko04350 TGF-beta signaling pathway
AIPGENE4118	ko04080 Neuroactive ligand-receptor interaction
AIPGENE21037	ko00983 Drug metabolism - other enzymes
AIPGENE7631	ko03040 Spliceosome
AIPGENE27555	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE28629	ko03040 Spliceosome;ko04330 Notch signaling pathway
AIPGENE2737	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
AIPGENE5752	ko04144 Endocytosis
AIPGENE9989	ko00051 Fructose and mannose metabolism;ko00740 Riboflavin metabolism;ko00730 Thiamine metabolism
AIPGENE11791	ko04610 Complement and coagulation cascades
AIPGENE24404	ko00270 Cysteine and methionine metabolism
AIPGENE14050	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
AIPGENE9615	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism;ko04730 Long-term depression;ko04540 Gap junction
AIPGENE23291	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04010 MAPK signaling pathway
AIPGENE19933	ko04610 Complement and coagulation cascades
AIPGENE14445	ko04080 Neuroactive ligand-receptor interaction
AIPGENE23327	ko00510 N-Glycan biosynthesis
AIPGENE28851	ko04120 Ubiquitin mediated proteolysis
AIPGENE23819	ko03450 Non-homologous end-joining
AIPGENE25930	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE4706	ko00600 Sphingolipid metabolism
AIPGENE7189	ko04114 Oocyte meiosis;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
AIPGENE8263	ko05416 Viral myocarditis;ko04530 Tight junction
AIPGENE17936	ko04080 Neuroactive ligand-receptor interaction;ko04610 Complement and coagulation cascades
AIPGENE10482	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE1604	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE1440	ko00860 Porphyrin and chlorophyll metabolism
AIPGENE22501	ko04260 Cardiac muscle contraction
AIPGENE13131	ko03040 Spliceosome;ko03018 RNA degradation
AIPGENE25507	ko04740 Olfactory transduction
AIPGENE22299	ko03040 Spliceosome
AIPGENE15816	ko03010 Ribosome
AIPGENE22369	ko04146 Peroxisome
AIPGENE24287	ko04120 Ubiquitin mediated proteolysis
AIPGENE166	ko05200 Pathways in cancer;ko05219 Bladder cancer;ko05223 Non-small cell lung cancer
AIPGENE28598	ko04144 Endocytosis
AIPGENE27145	ko04080 Neuroactive ligand-receptor interaction
AIPGENE11565	ko03018 RNA degradation
AIPGENE23176	ko03018 RNA degradation
AIPGENE3129	ko04146 Peroxisome;ko00630 Glyoxylate and dicarboxylate metabolism
AIPGENE21370	ko04612 Antigen processing and presentation;ko05340 Primary immunodeficiency
AIPGENE3912	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE17390	ko03010 Ribosome
AIPGENE14539	ko04120 Ubiquitin mediated proteolysis
AIPGENE27937	ko04621 NOD-like receptor signaling pathway
AIPGENE263	ko05200 Pathways in cancer;ko04916 Melanogenesis;ko05218 Melanoma
AIPGENE9136	ko04270 Vascular smooth muscle contraction;ko00230 Purine metabolism;ko04730 Long-term depression;ko04540 Gap junction
AIPGENE11111	ko04144 Endocytosis
AIPGENE3828	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE28324	ko00280 Valine, leucine and isoleucine degradation;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00770 Pantothenate and CoA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
AIPGENE20638	ko04912 GnRH signaling pathway;ko05410 Hypertrophic cardiomyopathy (HCM);ko04020 Calcium signaling pathway;ko04930 Type II diabetes mellitus;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04270 Vascular smooth muscle contraction;ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko05414 Dilated cardiomyopathy;ko04720 Long-term potentiation;ko04010 MAPK signaling pathway
AIPGENE7842	ko04013 MAPK signaling pathway - fly
AIPGENE26066	ko00790 Folate biosynthesis
AIPGENE9176	ko04130 SNARE interactions in vesicular transport
AIPGENE20781	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko05010 Alzheimer's disease;ko01061 Biosynthesis of phenylpropanoids;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko05012 Parkinson's disease;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE14497	ko00640 Propanoate metabolism
AIPGENE12192	ko00982 Drug metabolism - cytochrome P450
AIPGENE25842	ko00310 Lysine degradation;ko00900 Terpenoid backbone biosynthesis;ko00071 Fatty acid metabolism;ko02020 Two-component system;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00072 Synthesis and degradation of ketone bodies;ko00632 Benzoate degradation via CoA ligation;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
AIPGENE28779	ko03018 RNA degradation
AIPGENE16012	ko00511 Other glycan degradation
AIPGENE17489	ko04144 Endocytosis
AIPGENE10606	ko04114 Oocyte meiosis;ko04722 Neurotrophin signaling pathway;ko04110 Cell cycle
AIPGENE27730	ko04270 Vascular smooth muscle contraction;ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
AIPGENE16062	ko00534 Heparan sulfate biosynthesis;ko00532 Chondroitin sulfate biosynthesis
AIPGENE13905	ko04310 Wnt signaling pathway
AIPGENE13107	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE19013	ko00061 Fatty acid biosynthesis;ko01040 Biosynthesis of unsaturated fatty acids
AIPGENE22099	ko00310 Lysine degradation;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00300 Lysine biosynthesis
AIPGENE29213	ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE6937	ko04620 Toll-like receptor signaling pathway;ko04623 Cytosolic DNA-sensing pathway;ko04622 RIG-I-like receptor signaling pathway
AIPGENE18790	ko04612 Antigen processing and presentation;ko03040 Spliceosome;ko04144 Endocytosis;ko04010 MAPK signaling pathway
AIPGENE25782	ko00120 Primary bile acid biosynthesis
AIPGENE18526	ko03018 RNA degradation
AIPGENE13134	ko04910 Insulin signaling pathway;ko04210 Apoptosis
AIPGENE4927	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE15327	ko00550 Peptidoglycan biosynthesis
AIPGENE27136	ko04144 Endocytosis
AIPGENE16898	ko00120 Primary bile acid biosynthesis
AIPGENE19001	ko04080 Neuroactive ligand-receptor interaction
AIPGENE812	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE3073	ko04610 Complement and coagulation cascades;ko04640 Hematopoietic cell lineage
AIPGENE28559	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
AIPGENE16547	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04010 MAPK signaling pathway
AIPGENE15650	ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko05210 Colorectal cancer;ko04310 Wnt signaling pathway;ko04330 Notch signaling pathway
AIPGENE22072	ko04111 Cell cycle - yeast
AIPGENE14989	ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04350 TGF-beta signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko04910 Insulin signaling pathway;ko05221 Acute myeloid leukemia
AIPGENE25184	ko00982 Drug metabolism - cytochrome P450
AIPGENE22290	ko00590 Arachidonic acid metabolism
AIPGENE18721	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE17437	ko00592 alpha-Linolenic acid metabolism
AIPGENE17404	ko03040 Spliceosome
AIPGENE7996	ko03010 Ribosome
AIPGENE16545	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE22860	ko04610 Complement and coagulation cascades
AIPGENE26574	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
AIPGENE779	ko04144 Endocytosis
AIPGENE13307	ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
AIPGENE28688	ko03040 Spliceosome
AIPGENE3956	ko04270 Vascular smooth muscle contraction;ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
AIPGENE18363	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04010 MAPK signaling pathway
AIPGENE9804	ko04810 Regulation of actin cytoskeleton;ko04670 Leukocyte transendothelial migration;ko05130 Pathogenic Escherichia coli infection
AIPGENE21356	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE2525	ko00983 Drug metabolism - other enzymes
AIPGENE10572	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism;ko04142 Lysosome
AIPGENE9002	ko04146 Peroxisome
AIPGENE10012	ko00310 Lysine degradation
AIPGENE8164	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
AIPGENE10488	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE23651	ko00100 Steroid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE17632	ko00190 Oxidative phosphorylation
AIPGENE6265	ko04080 Neuroactive ligand-receptor interaction
AIPGENE22245	ko04512 ECM-receptor interaction
AIPGENE26851	ko00051 Fructose and mannose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE25618	ko04630 Jak-STAT signaling pathway
AIPGENE22220	ko00590 Arachidonic acid metabolism
AIPGENE28806	ko03010 Ribosome
AIPGENE25740	ko03320 PPAR signaling pathway;ko04520 Adherens junction;ko04910 Insulin signaling pathway
AIPGENE4667	ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04012 ErbB signaling pathway;ko04114 Oocyte meiosis;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04310 Wnt signaling pathway
AIPGENE22441	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
AIPGENE8881	ko00053 Ascorbate and aldarate metabolism
AIPGENE29103	ko03040 Spliceosome
AIPGENE529	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism;ko00910 Nitrogen metabolism;ko00260 Glycine, serine and threonine metabolism
AIPGENE22108	ko04120 Ubiquitin mediated proteolysis
AIPGENE8470	ko04512 ECM-receptor interaction;ko05200 Pathways in cancer;ko04510 Focal adhesion;ko05222 Small cell lung cancer
AIPGENE15581	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE11894	ko03018 RNA degradation
AIPGENE10456	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE16147	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE6198	ko02010 ABC transporters
AIPGENE24427	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
AIPGENE3830	ko00600 Sphingolipid metabolism
AIPGENE24409	ko04115 p53 signaling pathway;ko05010 Alzheimer's disease;ko05222 Small cell lung cancer;ko05014 Amyotrophic lateral sclerosis (ALS);ko05016 Huntington's disease;ko05012 Parkinson's disease;ko04210 Apoptosis
AIPGENE19821	ko04146 Peroxisome;ko00230 Purine metabolism;ko00983 Drug metabolism - other enzymes;ko00232 Caffeine metabolism
AIPGENE13417	ko04270 Vascular smooth muscle contraction;ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
AIPGENE24399	ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE8260	ko00480 Glutathione metabolism;ko04640 Hematopoietic cell lineage;ko04614 Renin-angiotensin system
AIPGENE4601	ko03430 Mismatch repair;ko03030 DNA replication;ko03420 Nucleotide excision repair
AIPGENE24907	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
AIPGENE147	ko00561 Glycerolipid metabolism
AIPGENE28893	ko04111 Cell cycle - yeast
AIPGENE8761	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko04623 Cytosolic DNA-sensing pathway;ko03020 RNA polymerase
AIPGENE1321	ko04146 Peroxisome;ko00120 Primary bile acid biosynthesis
AIPGENE18510	ko04080 Neuroactive ligand-receptor interaction
AIPGENE14738	ko04144 Endocytosis
AIPGENE11875	ko03040 Spliceosome
AIPGENE3759	ko03018 RNA degradation
AIPGENE25158	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
AIPGENE18863	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE10466	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE25001	ko04530 Tight junction
AIPGENE27687	ko04144 Endocytosis
AIPGENE15076	ko00562 Inositol phosphate metabolism
AIPGENE16424	ko02010 ABC transporters;ko04142 Lysosome
AIPGENE12090	ko03010 Ribosome
AIPGENE3886	ko00330 Arginine and proline metabolism
AIPGENE5909	ko03040 Spliceosome
